# Rime user dictionary
#@/db_name	wubi86.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	2414
#@/user_id	stella
aa 	式	c=1 d=0.970446 t=2414
rrk 	哲	c=1 d=1 t=2409
rrr 	白	c=1 d=0.932394 t=2414
rs 	打	c=2 d=0.199091 t=2414
rta 	托	c=1 d=0.366045 t=2414
rte 	搬	c=1 d=0.0464212 t=2414
rtf 	插	c=3 d=1.06653 t=2414
rtfp 	挺	c=1 d=0.161218 t=2414
rthf 	拃	c=1 d=0.0332068 t=2414
rtrv 	手势	c=2 d=0.0290545 t=2414
rtsm 	手机	c=1 d=0.559898 t=2414
rtth 	斤	c=1 d=0.631284 t=2414
ru 	拉	c=1 d=0.955997 t=2414
ru ii 	拉水	c=-1 d=0 t=2414
ruii 	接水	c=1 d=0.0871609 t=2414
ruv 	接	c=1 d=0.0784731 t=2414
rv 	扫	c=3 d=0.0855085 t=2414
rvyo 	热	c=2 d=0.208045 t=2414
rxud 	指头	c=1 d=0.774916 t=2414
rymn 	抗	c=1 d=0.99005 t=2414
s 	要	c=12 d=2.47536 t=2414
sagg 	框	c=1 d=0.0217096 t=2414
sb 	李	c=7 d=2.54067 t=2414
sdm 	顶	c=1 d=0.22313 t=2414
sfg 	杜	c=1 d=0.88692 t=2414
sfhg 	植	c=2 d=1.68353 t=2414
sfi 	标	c=2 d=0.877257 t=2414
sfje 	标明	c=1 d=0.418952 t=2414
sg 	本	c=1 d=0.600496 t=2414
sgaj 	醋	c=1 d=0.955997 t=2414
sgbb 	杯子	c=1 d=0.18452 t=2414
sghg 	西	c=1 d=0.995012 t=2414
sgi 	杯	c=1 d=0.755784 t=2414
sgjg 	醒	c=1 d=0.467666 t=2414
sgtu 	本科	c=1 d=0.337902 t=2414
shiv 	相当	c=2 d=1.42105 t=2414
shmg 	相同	c=1 d=0.0378169 t=2414
shn 	想	c=6 d=1.95371 t=2414
shsh 	想想	c=2 d=0.205366 t=2414
shud 	相差	c=1 d=0.113608 t=2414
shyi 	相应	c=1 d=0.29671 t=2414
sj 	查	c=2 d=0.0788189 t=2414
sk 	可	c=2 d=0.303255 t=2414
skny 	可以	c=10 d=1.0344 t=2414
sks 	哥	c=3 d=0.765634 t=2414
sksk 	哥	c=4 d=1.76338 t=2414
smu 	贾	c=1 d=0.0284388 t=2414
sn 	杨	c=1 d=0.913931 t=2414
snr 	杨	c=3 d=2.64795 t=2414
so 	杰	c=3 d=1.13168 t=2414
sogh 	楼下	c=2 d=0.0572288 t=2414
sohh 	楼上	c=1 d=0.0471227 t=2414
sov 	楼	c=1 d=0.0731678 t=2414
sqt 	柳	c=2 d=0.13044 t=2414
ssfm 	柯南	c=1 d=0.0500366 t=2414
su 	样	c=1 d=0.554327 t=2414
sud 	样	c=5 d=1.81933 t=2414
suq 	校	c=1 d=1 t=2414
swb 	枪	c=1 d=0.128093 t=2414
swc 	松	c=1 d=0.965605 t=2414
t 	和	c=5 d=0.41809 t=2414
ta 	长	c=1 d=0.0492917 t=2414
tadd 	长大	c=1 d=0.501576 t=2414
tash 	长相	c=1 d=0.0889216 t=2414
tc 	么	c=1 d=0.00995182 t=2414
tdaf 	甜	c=1 d=0.995012 t=2414
tdg 	短	c=1 d=0.358796 t=2414
tdut 	知道	c=1 d=0.0314298 t=2414
telf 	盘	c=1 d=0.031117 t=2414
teym 	航	c=1 d=0.062662 t=2414
tf 	行	c=2 d=0.422942 t=2414
tffu 	等	c=3 d=0.53378 t=2414
tfl 	德	c=2 d=0.955997 t=2414
tfq 	先	c=2 d=0.831104 t=2414
tftf 	等等	c=1 d=0.166127 t=2414
tg 	生	c=3 d=1 t=2414
tgaf 	垂	c=1 d=0.197899 t=2414
tgjf 	重	c=1 d=0.985112 t=2414
tgjl 	動	c=1 d=0.960789 t=2414
tha 	算	c=1 d=0.336216 t=2414
thd 	自	c=2 d=0.0189702 t=2414
thg 	片	c=1 d=0.818731 t=2414
thgj 	处理	c=1 d=0.839457 t=2414
thif 	算法	c=1 d=0.0149956 t=2414
thip 	自学	c=1 d=0.429557 t=2414
thip 	自觉	c=1 d=0.427415 t=2414
thnn 	自己	c=7 d=2.46632 t=2414
titm 	稍微	c=1 d=0.138069 t=2414
tj 	得	c=5 d=0.275674 t=2414
tjbm 	得出	c=1 d=0.0372538 t=2414
tjca 	得劲	c=1 d=0.29523 t=2414
tjtd 	得知	c=1 d=0.13068 t=2414
tjuj 	得意	c=1 d=0.985112 t=2414
tjya 	复试	c=1 d=0.064894 t=2414
tkh 	种	c=1 d=0.285076 t=2414
tkth 	各自	c=1 d=0.600496 t=2414
tktk 	各种	c=1 d=0.084163 t=2414
tkyx 	和谐	c=1 d=0.0112769 t=2414
tl 	务	c=1 d=0.600496 t=2414
tld 	血	c=1 d=0.856415 t=2414
tliy 	血液	c=1 d=0.0359725 t=2414
tm 	向	c=1 d=0.951229 t=2414
tmgt 	微	c=1 d=0.965605 t=2414
tmhh 	身上	c=3 d=0.694866 t=2414
tmrg 	身后	c=1 d=0.066205 t=2414
tmws 	身体	c=2 d=0.63119 t=2414
tp 	管	c=1 d=0.00814786 t=2414
trn 	我	c=1 d=0.527292 t=2414
trnt 	我	c=2 d=0.990718 t=2414
trqc 	特色	c=1 d=0.110251 t=2414
trrf 	物质	c=1 d=0.211189 t=2414
tudg 	科研	c=1 d=0.839457 t=2414
tuj 	简	c=2 d=1.80642 t=2414
tve 	很	c=1 d=0.0306538 t=2414
tvfh 	筆	c=1 d=0.995012 t=2414
tvr 	魏	c=1 d=0.955997 t=2414
twt 	徐	c=2 d=1.75884 t=2414
txg 	每	c=1 d=0.687289 t=2414
txgd 	每天	c=2 d=0.604067 t=2414
txgg 	第一	c=1 d=0.0131019 t=2414
txgq 	系列	c=2 d=0.105225 t=2414
txh 	第	c=1 d=0.380983 t=2414
txiv 	每当	c=1 d=0.279431 t=2414
ty 	入	c=1 d=0.272532 t=2414
tyg 	往	c=3 d=0.566756 t=2414
tygh 	往下	c=1 d=0.396531 t=2414
ubq 	瘾	c=1 d=0.802519 t=2414
ucg 	冯	c=1 d=0.0301974 t=2414
ud 	关	c=1 d=0.856415 t=2414
udb 	郑	c=3 d=1.70518 t=2414
udh 	着	c=4 d=0.672268 t=2414
udi 	头	c=2 d=0.418419 t=2414
udnt 	头发	c=1 d=0.194952 t=2414
udp 	送	c=5 d=1.34073 t=2414
udqv 	关键	c=1 d=0.0963276 t=2414
udw 	凑	c=1 d=0.00932553 t=2414
ue 	前	c=2 d=0.778801 t=2414
uegd 	前天	c=1 d=0.0437178 t=2414
uf 	半	c=1 d=0.628135 t=2414
uff 	兰	c=1 d=0.941765 t=2414
ufjd 	凌晨	c=2 d=1.25281 t=2414
uge 	靖	c=1 d=0.995012 t=2414
ugkg 	病号	c=1 d=0.308819 t=2414
ugqq 	差不多	c=1 d=0.0569831 t=2414
ugwg 	病例	c=1 d=0.287941 t=2414
ui 	冰	c=1 d=0.786628 t=2414
ujf 	音	c=1 d=0.0788664 t=2414
ujj 	章	c=2 d=1.08942 t=2414
ujln 	意思	c=3 d=0.599265 t=2414
ujnu 	意	c=1 d=0.579842 t=2414
ujwu 	单位	c=1 d=0.154896 t=2414
ujyk 	意识	c=1 d=0.50409 t=2414
ukd 	问	c=4 d=1.00945 t=2414
ukn 	总	c=1 d=0.246597 t=2414
ukpw 	冲突	c=1 d=0.329559 t=2414
umjg 	商量	c=1 d=0.529935 t=2414
uoce 	普通	c=1 d=0.460704 t=2414
uoo 	痰	c=2 d=1.8696 t=2414
uplp 	旁边	c=1 d=0.0982736 t=2414
upm 	帝	c=1 d=0.970446 t=2414
uq 	交	c=1 d=0.0555762 t=2414
uskq 	亲吻	c=1 d=0.19205 t=2414
usr 	新	c=2 d=1.01545 t=2414
usub 	新闻	c=1 d=0.99005 t=2414
uter 	彦	c=1 d=0.99005 t=2414
uthp 	道	c=1 d=0.0735345 t=2414
utu 	疼	c=4 d=0.826959 t=2414
uu 	立	c=1 d=0.0303487 t=2414
uwtl 	准备	c=1 d=0.0678809 t=2414
uwy 	准	c=1 d=0.25924 t=2414
ux 	北	c=3 d=1.39241 t=2414
uxrg 	背后	c=3 d=0.671642 t=2414
uxuy 	北门	c=1 d=0.0265162 t=2414
uxyi 	北京	c=1 d=0.519442 t=2414
uy 	六	c=1 d=0.0277367 t=2414
uyh 	门	c=2 d=1.11803 t=2414
v 	发	c=6 d=0.941765 t=2414
vb 	好	c=6 d=0.370205 t=2414
vbep 	好受	c=1 d=0.882497 t=2414
vbn 	她	c=19 d=4.28892 t=2414
vbwq 	好像	c=2 d=0.0969772 t=2414
ve 	奶	c=1 d=0.839457 t=2414
veaw 	奶茶	c=1 d=0.759572 t=2414
vefc 	媛	c=1 d=0.0352602 t=2414
vf 	寻	c=1 d=0.637628 t=2414
vfb 	那	c=7 d=1.26474 t=2414
vfbb 	妹子	c=1 d=0.0833256 t=2414
vfhp 	建	c=2 d=1.76678 t=2414
vfsu 	那样	c=1 d=0.323033 t=2414
vftc 	那么	c=2 d=0.104464 t=2414
vfvf 	妹妹	c=1 d=0.321422 t=2414
vfwh 	那个	c=1 d=0.104874 t=2414
vfwq 	姥爷	c=1 d=0.0288686 t=2414
vima 	妙曲	c=-1 d=0 t=2414
viq 	姚	c=2 d=1 t=2414
vk 	如	c=2 d=1.76013 t=2414
vke 	娟	c=1 d=0.985112 t=2414
vkhx 	如此	c=1 d=0.559898 t=2414
vkjs 	如果	c=1 d=0.697676 t=2414
vn 	刀	c=1 d=0.904837 t=2414
vng 	彐	c=1 d=0.937067 t=2414
vpq 	婉	c=1 d=0.960789 t=2414
vtd 	妖	c=1 d=1 t=2414
vvtg 	女生	c=1 d=0.0724398 t=2414
vynu 	忍	c=1 d=0.759572 t=2414
w 	人	c=7 d=0.852144 t=2414
waj 	借	c=2 d=0.453841 t=2414
wb 	他	c=2 d=0.65377 t=2414
wbwu 	他们	c=1 d=0.0361528 t=2414
wc 	公	c=1 d=0.50409 t=2414
wcaw 	公共	c=1 d=0.737123 t=2414
wcaw 	公共耳垂	c=-1 d=0 t=2414
wcw 	俊	c=1 d=0.995012 t=2414
wdjn 	俺	c=3 d=0.726556 t=2414
wdmc 	段	c=1 d=0.995012 t=2414
wdt 	做	c=2 d=1 t=2414
wdyf 	估计	c=4 d=0.829132 t=2414
weqd 	仍然	c=1 d=0.540641 t=2414
wfc 	会	c=8 d=2.14525 t=2414
wfnh 	伟	c=2 d=0.938342 t=2414
wfny 	传	c=1 d=0.0706512 t=2414
wg 	全	c=1 d=0.458406 t=2414
wgc 	倒	c=1 d=0.199888 t=2414
wgdn 	合成	c=2 d=0.0205627 t=2414
wge 	傅	c=1 d=0.0614212 t=2414
wget 	使用	c=1 d=0.26054 t=2414
wgkb 	命	c=1 d=0.263158 t=2414
wgkr 	拿	c=1 d=0.0343896 t=2414
wglg 	全国	c=1 d=0.726149 t=2414
wgm 	俩	c=2 d=0.705644 t=2414
wgtd 	合适	c=1 d=0.116484 t=2414
wh 	个	c=16 d=2.78452 t=2414
whrp 	侦探	c=1 d=0.0497871 t=2414
wjh 	伸	c=2 d=0.54507 t=2414
wjjg 	但是	c=1 d=0.489192 t=2414
wjrt 	伸手	c=1 d=0.0198411 t=2414
wnfq 	亿元	c=2 d=1.81421 t=2414
wnt 	侯	c=1 d=0.951229 t=2414
wntu 	似乎	c=1 d=0.0135686 t=2414
wq 	你	c=29 d=3.50944 t=2414
wqj 	像	c=2 d=0.802676 t=2414
wqqq 	爹	c=2 d=0.730198 t=2414
wsg 	体	c=1 d=0.97531 t=2414
wtf 	任	c=2 d=1.8311 t=2414
wtfn 	恁	c=2 d=0.532205 t=2414
wtu 	余	c=2 d=0.0909634 t=2414
wty 	八	c=2 d=1.93124 t=2414
wu 	们	c=3 d=0.681134 t=2414
wugk 	倍速	c=1 d=0.07502 t=2414
wvbb 	分子	c=1 d=0.865022 t=2414
wvf 	健	c=1 d=0.120633 t=2414
wvqk 	分钟	c=1 d=0.114178 t=2414
wvsr 	分析	c=2 d=0.672742 t=2414
ww 	从	c=9 d=1.17704 t=2414
wwf 	坐	c=2 d=0.162515 t=2414
wwna 	人民	c=1 d=0.737123 t=2414
wwpe 	人家	c=2 d=0.0251198 t=2414
wwpt 	份额	c=1 d=0.891366 t=2414
wwtg 	人生	c=1 d=0.980199 t=2414
wx 	化	c=2 d=1.27404 t=2414
wxf 	华	c=6 d=1.92344 t=2414
wy fs 	信霜	c=-1 d=0 t=2414
wyc 	令	c=1 d=0.127454 t=2414
wycm 	领	c=1 d=0.0287246 t=2414
wyg 	信	c=1 d=0.970446 t=2414
wygd 	今天	c=3 d=0.094835 t=2414
wygg 	住	c=2 d=0.766841 t=2414
wyo 	焦	c=1 d=0.946485 t=2414
wyrg 	今后	c=1 d=0.562705 t=2414
wyrh 	今年	c=1 d=0.0443785 t=2414
wys 	集	c=3 d=0.960011 t=2414
wyvk 	倉	c=2 d=1.83249 t=2414
xa 	红	c=2 d=0.99005 t=2414
xciy 	经济	c=1 d=0.865022 t=2414
xeyn 	组词	c=1 d=0.011109 t=2414
xfgk 	结束	c=1 d=0.386741 t=2414
xfjs 	结果	c=1 d=0.0401553 t=2414
xfyw 	结论	c=1 d=0.0381969 t=2414
xg 	线	c=1 d=0.0925506 t=2414
xgb 	纯	c=1 d=0.044601 t=2414
xgbn 	纯	c=1 d=0.83527 t=2414
xhet 	引用	c=1 d=0.704688 t=2414
xjm 	费	c=3 d=0.13083 t=2414
xjmu 	費	c=1 d=0.941765 t=2414
xlab 	细节	c=1 d=0.591555 t=2414
xleq 	细胞	c=1 d=0.860708 t=2414
xt 	张	c=12 d=1.20643 t=2414
xtd 	颖	c=1 d=0.548812 t=2414
xtf 	纤	c=1 d=0.88692 t=2414
xtln 	總	c=1 d=0.913931 t=2414
xw 	给	c=9 d=1.42086 t=2414
xx 	比	c=3 d=0.0447043 t=2414
xxg 	丝	c=1 d=0.960789 t=2414
xxlu 	比较	c=3 d=0.38706 t=2414
xxpf 	比赛	c=1 d=0.121846 t=2414
xyyf 	统计	c=4 d=1.86594 t=2414
yaa 	试	c=2 d=0.234805 t=2414
yac 	度	c=1 d=0.0434998 t=2414
yaya 	试试	c=1 d=0.104874 t=2414
ybb 	郭	c=2 d=0.900325 t=2414
ycjn 	充电	c=1 d=0.0333733 t=2414
ycma 	序曲	c=1 d=0.062662 t=2414
ye 	衣	c=-1 d=0 t=2414
yff 	诗	c=1 d=0.960789 t=2414
yffy 	诗	c=1 d=0.715338 t=2414
yfj 	讲	c=1 d=0.644036 t=2414
yga 	斌	c=1 d=0.970446 t=2414
yi 	就	c=10 d=2.45533 t=2414
yid 	应	c=1 d=0.225373 t=2414
yiet 	应用	c=1 d=0.551563 t=2414
yijg 	就是	c=2 d=0.26492 t=2414
yiwf 	就会	c=1 d=0.292293 t=2414
yiyy 	应该	c=5 d=1.45791 t=2414
yj 	刘	c=2 d=1.76733 t=2414
yjge 	课表	c=3 d=1.55877 t=2414
yjj 	齐	c=1 d=0.00937227 t=2414
yjs 	课	c=6 d=2.32241 t=2414
yjwr 	课件	c=1 d=0.565525 t=2414
yly 	为	c=1 d=0.0769192 t=2414
ym 	高	c=1 d=0.402524 t=2414
ymfn 	市场	c=1 d=0.88692 t=2414
ymtf 	高等	c=1 d=0.0702988 t=2414
ymyj 	调剂	c=1 d=0.103312 t=2414
yni 	永	c=1 d=0.878095 t=2414
ynmp 	遍	c=1 d=0.612626 t=2414
ynn 	记	c=1 d=0.882497 t=2414
ynnu 	忘	c=1 d=0.0342181 t=2414
ynvo 	亡灵	c=1 d=0.0623495 t=2414
yogk 	变速	c=1 d=0.418952 t=2414
you 	亦	c=1 d=0.995012 t=2414
ypeu 	豪	c=1 d=0.263158 t=2414
yq 	义	c=1 d=0.904837 t=2414
yqa 	底	c=1 d=0.337902 t=2414
yt 	放	c=1 d=0.398519 t=2414
ytb 	施	c=1 d=0.852144 t=2414
ytd 	话	c=1 d=0.112478 t=2414
ytnf 	诱导	c=2 d=1.86028 t=2414
yu 	说	c=11 d=2.79865 t=2414
yuv 	谦	c=1 d=0.970446 t=2414
yvi 	康	c=1 d=0.319819 t=2414
ywff 	论坛	c=1 d=0.0958472 t=2414
ywyl 	认为	c=1 d=0.115325 t=2414
yygt 	广	c=1 d=0.548812 t=2414
yygy 	文	c=1 d=0.923116 t=2414
yyif 	方法	c=2 d=1.51064 t=2414
yynw 	该	c=3 d=0.504356 t=2414
encawyp 	蔡豪	c=1 d=0.265803 t=2414
encbgtg 	耳垂	c=1 d=0.201897 t=2414
encegyi 	膈应	c=1 d=0.227638 t=2414
encftjg 	都是	c=1 d=0.0115624 t=2414
encgeuj 	表意	c=1 d=0.591555 t=2414
encgitj 	还得	c=1 d=0.0478349 t=2414
encgrcr 	天气预报	c=1 d=0.380983 t=2414
enciffh 	溝趙	c=1 d=0.109701 t=2414
enciggs 	洪亚珂	c=1 d=0.12493 t=2414
encigwx 	清华	c=1 d=0.543351 t=2414
enciixj 	消費	c=1 d=0.951229 t=2414
enciqfh 	沟赵	c=1 d=0.108067 t=2414
encmwfd 	内需	c=1 d=1 t=2414
encnwsw 	发令枪	c=1 d=0.13068 t=2414
encpgje 	宁瑞明	c=1 d=1 t=2414
encrkxj 	扣费	c=1 d=0.0590129 t=2414
encrtds 	报告厅	c=1 d=0.537944 t=2414
encruii 	接水	c=1 d=0.0812682 t=2414
encrutg 	拉動	c=1 d=0.970446 t=2414
encrvdc 	扫码	c=1 d=0.0858632 t=2414
encsqlf 	柳园	c=1 d=0.0672055 t=2414
encsyso 	李文杰	c=1 d=0.946485 t=2414
encthrr 	自拍	c=1 d=0.0110536 t=2414
enctmwy 	微信	c=1 d=0.99005 t=2414
enctrrh 	我看	c=1 d=1 t=2414
enctusv 	简要	c=1 d=0.951229 t=2414
encudsf 	郑植	c=1 d=0.985112 t=2414
encufrt 	半斤	c=1 d=0.644036 t=2414
encwabt 	公共卫生	c=1 d=0.802519 t=2414
encwcbg 	公卫	c=1 d=0.516851 t=2414
encwxyl 	华为	c=1 d=0.0776922 t=2414
encwyfk 	倉頡	c=1 d=0.932394 t=2414
encxgdd 	张亚磊	c=1 d=0.151829 t=2414
encxgve 	纯奶	c=1 d=0.856415 t=2414
encxjca 	费劲	c=1 d=0.0164078 t=2414
encxtgj 	總理	c=1 d=0.932394 t=2414
encyafp 	试过	c=1 d=0.240508 t=2414
encyikh 	施学忠	c=1 d=0.913931 t=2414
